,location,event,timestamp
15140,Road 1,person,2022-06-01 03:45:45
15141,Road 3,car,2022-06-01 13:33:09
15142,Road 1,car,2022-06-01 22:41:38
15143,Road 2,person,2022-06-01 05:47:00
15144,Road 3,person,2022-06-01 15:22:38
15145,Road 2,car,2022-06-01 23:57:39
15146,Road 1,dog,2022-06-01 13:10:19
15147,Road 3,cow,2022-06-01 02:34:28
15148,Road 2,person,2022-06-01 09:02:39
15149,Road 2,dog,2022-06-01 10:30:10
15150,Road 3,cow,2022-06-01 00:33:55
15151,Road 3,person,2022-06-01 22:43:24
15152,Road 2,car,2022-06-01 17:52:31
15153,Road 1,person,2022-06-01 23:41:16
15154,Road 3,dog,2022-06-01 07:23:26
15155,Road 2,cow,2022-06-01 03:41:30
15156,Road 3,car,2022-06-01 21:43:05
15157,Road 3,car,2022-06-01 06:28:08
15158,Road 2,car,2022-06-01 01:44:18
15159,Road 2,cow,2022-06-01 18:49:45
15160,Road 3,person,2022-06-01 19:42:34
15161,Road 3,person,2022-06-01 01:59:06
15162,Road 2,dog,2022-06-01 02:17:11
15163,Road 1,car,2022-06-01 10:59:04
15164,Road 1,car,2022-06-01 02:59:50
15165,Road 3,person,2022-06-01 04:31:45
15166,Road 2,car,2022-06-01 11:06:28
15167,Road 3,person,2022-06-01 12:43:02
15168,Road 2,car,2022-06-01 17:54:14
15169,Road 3,cow,2022-06-01 05:31:01
15170,Road 3,cow,2022-06-01 21:00:49
15171,Road 3,cow,2022-06-01 20:53:41
15172,Road 2,person,2022-06-01 17:15:49
15173,Road 3,person,2022-06-01 19:31:50
15174,Road 2,person,2022-06-01 21:09:19
15175,Road 3,dog,2022-06-01 02:31:17
15176,Road 1,person,2022-06-01 22:22:34
15177,Road 2,person,2022-06-01 17:08:10
15178,Road 1,cow,2022-06-01 16:06:29
15179,Road 3,car,2022-06-01 16:21:07
15180,Road 1,car,2022-06-01 17:17:13
15181,Road 3,car,2022-06-01 19:58:05
15182,Road 1,car,2022-06-01 00:44:28
15183,Road 2,car,2022-06-01 08:02:31
15184,Road 3,cow,2022-06-01 12:52:34
15185,Road 2,car,2022-06-01 16:41:11
15186,Road 3,person,2022-06-01 06:57:05
15187,Road 1,car,2022-06-01 21:37:46
15188,Road 1,dog,2022-06-01 08:43:53
15189,Road 2,person,2022-06-01 02:59:54
15190,Road 3,dog,2022-06-01 00:25:14
15191,Road 3,person,2022-06-01 21:59:01
15192,Road 3,person,2022-06-01 08:28:53
15193,Road 2,person,2022-06-01 14:21:43
15194,Road 3,car,2022-06-01 18:49:12
15195,Road 1,car,2022-06-01 22:23:55
15196,Road 3,car,2022-06-01 01:58:20
15197,Road 2,person,2022-06-01 04:19:32
15198,Road 2,person,2022-06-01 22:31:19
15199,Road 2,person,2022-06-01 01:46:45
15200,Road 3,car,2022-06-02 19:58:17
15201,Road 2,person,2022-06-02 02:40:58
15202,Road 3,cow,2022-06-02 08:19:12
15203,Road 1,cow,2022-06-02 12:35:54
15204,Road 2,dog,2022-06-02 17:30:39
15205,Road 2,car,2022-06-02 00:03:48
15206,Road 1,car,2022-06-02 07:05:52
15207,Road 1,dog,2022-06-02 02:09:35
15208,Road 3,person,2022-06-02 18:21:43
15209,Road 3,person,2022-06-02 14:38:09
15210,Road 3,cow,2022-06-02 17:14:29
15211,Road 1,cow,2022-06-02 03:48:47
15212,Road 2,cow,2022-06-02 19:13:38
15213,Road 3,person,2022-06-02 17:34:22
15214,Road 3,car,2022-06-02 16:19:21
15215,Road 2,dog,2022-06-02 12:33:12
15216,Road 3,person,2022-06-02 14:30:20
15217,Road 3,cow,2022-06-02 03:45:46
15218,Road 3,car,2022-06-02 01:47:24
15219,Road 3,cow,2022-06-02 05:32:54
15220,Road 2,car,2022-06-02 22:55:26
15221,Road 2,car,2022-06-02 06:19:56
15222,Road 3,dog,2022-06-02 19:55:15
15223,Road 2,person,2022-06-02 05:29:30
15224,Road 2,car,2022-06-02 00:54:14
15225,Road 3,car,2022-06-02 06:32:02
15226,Road 2,car,2022-06-02 13:25:10
15227,Road 3,person,2022-06-02 22:03:30
15228,Road 3,car,2022-06-02 00:15:11
15229,Road 3,car,2022-06-02 05:07:26
15230,Road 3,cow,2022-06-02 23:27:01
15231,Road 3,car,2022-06-02 16:26:22
15232,Road 3,car,2022-06-02 19:31:45
15233,Road 3,cow,2022-06-02 01:17:55
15234,Road 2,car,2022-06-02 00:13:46
15235,Road 3,cow,2022-06-02 15:51:46
15236,Road 1,cow,2022-06-02 00:21:06
15237,Road 2,person,2022-06-02 21:03:37
15238,Road 3,car,2022-06-02 20:39:25
15239,Road 2,car,2022-06-02 04:50:45
15240,Road 3,person,2022-06-02 13:24:27
15241,Road 1,person,2022-06-02 08:09:51
15242,Road 3,car,2022-06-02 12:26:41
15243,Road 3,person,2022-06-02 11:56:17
15244,Road 3,person,2022-06-02 11:49:59
15245,Road 1,car,2022-06-02 14:56:33
15246,Road 3,person,2022-06-02 16:04:07
15247,Road 1,car,2022-06-02 00:23:30
15248,Road 3,car,2022-06-02 19:09:20
15249,Road 2,person,2022-06-02 18:08:45
15250,Road 3,cow,2022-06-02 13:57:50
15251,Road 2,car,2022-06-02 04:26:00
15252,Road 2,person,2022-06-02 22:50:09
15253,Road 3,dog,2022-06-02 07:16:01
15254,Road 2,person,2022-06-02 05:51:15
15255,Road 3,cow,2022-06-02 20:26:45
15256,Road 3,car,2022-06-02 15:57:50
15257,Road 3,person,2022-06-02 06:28:12
15258,Road 2,cow,2022-06-02 06:06:16
15259,Road 3,person,2022-06-02 11:05:06
15260,Road 2,cow,2022-06-02 12:06:04
15261,Road 3,car,2022-06-02 20:43:33
15262,Road 3,car,2022-06-02 00:29:09
15263,Road 2,car,2022-06-02 23:37:26
15264,Road 2,person,2022-06-02 19:11:00
15265,Road 2,cow,2022-06-02 03:30:45
15266,Road 3,car,2022-06-02 16:53:44
15267,Road 2,car,2022-06-02 17:57:39
15268,Road 3,car,2022-06-02 07:20:52
15269,Road 3,person,2022-06-02 02:25:16
15270,Road 3,car,2022-06-02 13:16:53
15271,Road 2,person,2022-06-02 12:38:47
15272,Road 3,person,2022-06-02 18:39:46
15273,Road 3,person,2022-06-02 06:56:35
15274,Road 3,person,2022-06-02 16:05:17
15275,Road 1,person,2022-06-02 13:48:41
15276,Road 3,dog,2022-06-02 18:51:40
15277,Road 3,dog,2022-06-02 10:13:16
15278,Road 2,car,2022-06-02 03:15:32
15279,Road 3,car,2022-06-02 19:25:07
15280,Road 3,car,2022-06-02 09:24:30
15281,Road 1,person,2022-06-02 15:50:40
15282,Road 3,car,2022-06-02 18:44:27
15283,Road 1,dog,2022-06-02 02:20:13
15284,Road 3,cow,2022-06-02 11:49:58
15285,Road 2,car,2022-06-02 22:57:09
15286,Road 2,cow,2022-06-02 22:39:46
15287,Road 3,car,2022-06-02 06:08:22
15288,Road 1,car,2022-06-02 17:21:45
15289,Road 3,person,2022-06-02 14:14:04
15290,Road 3,person,2022-06-02 09:59:41
15291,Road 3,car,2022-06-02 03:39:20
15292,Road 2,car,2022-06-02 13:08:31
15293,Road 2,car,2022-06-02 19:45:09
15294,Road 3,person,2022-06-02 13:33:29
15295,Road 2,car,2022-06-02 00:07:32
15296,Road 2,dog,2022-06-02 07:21:29
15297,Road 2,cow,2022-06-02 06:29:38
15298,Road 3,car,2022-06-02 14:45:05
15299,Road 3,car,2022-06-02 00:57:38
15300,Road 3,car,2022-06-03 09:42:12
15301,Road 2,person,2022-06-03 01:11:35
15302,Road 3,person,2022-06-03 04:23:04
15303,Road 2,person,2022-06-03 03:06:42
15304,Road 2,person,2022-06-03 18:05:26
15305,Road 3,car,2022-06-03 06:49:33
15306,Road 2,car,2022-06-03 08:05:32
15307,Road 2,person,2022-06-03 22:49:05
15308,Road 3,person,2022-06-03 19:14:39
15309,Road 1,cow,2022-06-03 10:31:32
15310,Road 2,car,2022-06-03 23:13:11
15311,Road 3,person,2022-06-03 02:44:24
15312,Road 3,cow,2022-06-03 22:50:57
15313,Road 3,person,2022-06-03 13:05:48
15314,Road 2,cow,2022-06-03 23:31:34
15315,Road 3,cow,2022-06-03 23:51:08
15316,Road 3,dog,2022-06-03 08:11:00
15317,Road 2,car,2022-06-03 01:40:50
15318,Road 3,person,2022-06-03 04:34:16
15319,Road 3,person,2022-06-03 10:37:07
15320,Road 3,car,2022-06-03 09:51:42
15321,Road 2,car,2022-06-03 01:32:58
15322,Road 3,car,2022-06-03 07:25:53
15323,Road 2,car,2022-06-03 03:22:28
15324,Road 3,person,2022-06-03 13:55:20
15325,Road 2,car,2022-06-03 15:26:39
15326,Road 3,dog,2022-06-03 07:32:41
15327,Road 3,car,2022-06-03 10:40:33
15328,Road 1,car,2022-06-03 13:51:23
15329,Road 3,dog,2022-06-03 23:01:30
15330,Road 3,person,2022-06-03 14:27:12
15331,Road 3,car,2022-06-03 00:04:50
15332,Road 3,car,2022-06-03 06:16:07
15333,Road 3,person,2022-06-03 15:04:42
15334,Road 3,person,2022-06-03 19:18:18
15335,Road 3,person,2022-06-03 15:35:03
15336,Road 3,dog,2022-06-03 00:05:52
15337,Road 3,person,2022-06-03 05:32:17
15338,Road 1,cow,2022-06-03 10:20:38
15339,Road 1,person,2022-06-03 15:34:52
15340,Road 3,car,2022-06-03 18:15:56
15341,Road 3,car,2022-06-03 20:18:59
15342,Road 3,cow,2022-06-03 12:43:45
15343,Road 3,car,2022-06-03 00:55:36
15344,Road 3,car,2022-06-03 05:34:03
15345,Road 2,cow,2022-06-03 07:21:45
15346,Road 1,person,2022-06-03 11:22:27
15347,Road 2,person,2022-06-03 22:00:52
15348,Road 3,dog,2022-06-03 05:09:21
15349,Road 2,person,2022-06-03 15:38:12
15350,Road 3,person,2022-06-03 17:04:39
15351,Road 2,person,2022-06-03 07:53:58
15352,Road 2,cow,2022-06-03 18:38:21
15353,Road 3,cow,2022-06-03 15:51:23
15354,Road 2,car,2022-06-03 01:49:50
15355,Road 2,car,2022-06-03 10:53:42
15356,Road 3,person,2022-06-03 20:12:08
15357,Road 3,car,2022-06-03 10:20:07
15358,Road 2,cow,2022-06-03 04:59:28
15359,Road 3,dog,2022-06-03 10:14:09
15360,Road 3,cow,2022-06-03 02:07:45
15361,Road 3,cow,2022-06-03 00:51:03
15362,Road 3,cow,2022-06-03 18:23:55
15363,Road 2,car,2022-06-03 02:50:42
15364,Road 2,car,2022-06-03 06:03:31
15365,Road 3,cow,2022-06-03 02:48:29
15366,Road 3,car,2022-06-03 20:33:07
15367,Road 2,dog,2022-06-03 15:30:36
15368,Road 2,car,2022-06-03 02:27:40
15369,Road 1,car,2022-06-03 00:49:19
15370,Road 2,cow,2022-06-03 02:19:02
15371,Road 3,person,2022-06-03 07:28:35
15372,Road 2,person,2022-06-03 03:42:17
15373,Road 2,car,2022-06-03 19:28:58
15374,Road 3,person,2022-06-03 13:01:12
15375,Road 3,dog,2022-06-03 01:18:31
15376,Road 3,car,2022-06-03 01:31:14
15377,Road 1,person,2022-06-03 19:48:04
15378,Road 1,person,2022-06-03 18:04:24
15379,Road 3,car,2022-06-03 22:00:49
15380,Road 1,car,2022-06-03 13:21:13
15381,Road 3,person,2022-06-03 06:48:18
15382,Road 3,car,2022-06-03 18:07:02
15383,Road 3,cow,2022-06-03 14:16:34
15384,Road 3,cow,2022-06-03 00:57:12
15385,Road 2,person,2022-06-03 05:43:01
15386,Road 2,car,2022-06-03 12:07:44
15387,Road 1,cow,2022-06-03 22:57:23
15388,Road 2,dog,2022-06-03 00:31:39
15389,Road 1,car,2022-06-03 23:25:43
15390,Road 3,car,2022-06-03 19:49:44
15391,Road 2,person,2022-06-03 17:24:16
15392,Road 2,car,2022-06-03 09:06:12
15393,Road 1,cow,2022-06-03 15:02:47
15394,Road 1,cow,2022-06-03 15:28:46
15395,Road 2,person,2022-06-03 03:11:45
15396,Road 3,dog,2022-06-03 03:41:37
15397,Road 3,person,2022-06-03 12:58:07
15398,Road 1,person,2022-06-03 13:12:05
15399,Road 3,person,2022-06-03 07:33:30
15400,Road 3,car,2022-06-04 21:17:13
15401,Road 3,car,2022-06-04 17:57:00
15402,Road 1,person,2022-06-04 17:23:29
15403,Road 1,person,2022-06-04 21:07:36
15404,Road 2,dog,2022-06-04 20:07:54
15405,Road 1,car,2022-06-04 21:26:07
15406,Road 3,car,2022-06-04 19:21:36
15407,Road 2,car,2022-06-04 07:45:02
15408,Road 3,person,2022-06-04 03:05:46
15409,Road 3,person,2022-06-04 14:09:39
15410,Road 1,car,2022-06-04 03:58:54
15411,Road 3,car,2022-06-04 14:05:39
15412,Road 1,cow,2022-06-04 04:55:37
15413,Road 3,car,2022-06-04 08:43:44
15414,Road 3,car,2022-06-04 08:24:28
15415,Road 3,person,2022-06-04 02:16:05
15416,Road 3,dog,2022-06-04 04:15:57
15417,Road 2,cow,2022-06-04 13:55:55
15418,Road 3,person,2022-06-04 22:14:37
15419,Road 1,car,2022-06-04 19:44:59
15420,Road 3,dog,2022-06-04 14:29:03
15421,Road 2,cow,2022-06-04 22:13:52
15422,Road 1,person,2022-06-04 22:50:37
15423,Road 3,cow,2022-06-04 18:16:58
15424,Road 3,car,2022-06-04 22:23:46
15425,Road 3,person,2022-06-04 02:40:54
15426,Road 1,person,2022-06-04 23:37:17
15427,Road 3,cow,2022-06-04 23:24:34
15428,Road 2,cow,2022-06-04 03:33:11
15429,Road 2,car,2022-06-04 12:34:42
15430,Road 3,car,2022-06-04 08:28:21
15431,Road 1,car,2022-06-04 09:49:53
15432,Road 1,dog,2022-06-04 03:15:03
15433,Road 1,person,2022-06-04 17:13:18
15434,Road 2,cow,2022-06-04 05:54:21
15435,Road 3,person,2022-06-04 11:19:34
15436,Road 3,car,2022-06-04 21:59:55
15437,Road 3,person,2022-06-04 16:03:57
15438,Road 2,car,2022-06-04 16:29:14
15439,Road 2,cow,2022-06-04 04:16:49
15440,Road 1,person,2022-06-04 11:33:05
15441,Road 1,person,2022-06-04 11:38:00
15442,Road 1,cow,2022-06-04 14:23:49
15443,Road 3,dog,2022-06-04 08:48:32
15444,Road 3,cow,2022-06-04 03:49:08
15445,Road 3,car,2022-06-04 01:11:57
15446,Road 3,cow,2022-06-04 04:17:05
15447,Road 3,car,2022-06-04 12:20:05
15448,Road 3,person,2022-06-04 05:19:15
15449,Road 3,car,2022-06-04 00:35:01
15450,Road 3,car,2022-06-04 06:51:21
15451,Road 3,dog,2022-06-04 09:27:01
15452,Road 3,cow,2022-06-04 04:46:28
15453,Road 3,cow,2022-06-04 08:23:52
15454,Road 2,cow,2022-06-04 23:30:39
15455,Road 2,person,2022-06-04 09:16:55
15456,Road 2,car,2022-06-04 20:21:46
15457,Road 3,car,2022-06-04 16:07:27
15458,Road 2,car,2022-06-04 16:42:44
15459,Road 3,person,2022-06-04 06:21:41
15460,Road 3,person,2022-06-04 04:48:26
15461,Road 3,cow,2022-06-04 07:45:53
15462,Road 2,cow,2022-06-04 19:48:29
15463,Road 3,cow,2022-06-04 11:01:08
15464,Road 1,car,2022-06-04 13:04:41
15465,Road 1,cow,2022-06-04 22:52:07
15466,Road 3,car,2022-06-04 21:45:46
15467,Road 2,person,2022-06-04 00:06:05
15468,Road 2,cow,2022-06-04 08:42:14
15469,Road 2,car,2022-06-04 04:43:20
15470,Road 3,person,2022-06-04 08:26:24
15471,Road 3,dog,2022-06-04 15:27:34
15472,Road 2,person,2022-06-04 10:24:23
15473,Road 3,cow,2022-06-04 15:44:02
15474,Road 3,person,2022-06-04 08:35:18
15475,Road 3,cow,2022-06-04 13:30:08
15476,Road 3,car,2022-06-04 05:56:25
15477,Road 1,person,2022-06-04 04:11:40
15478,Road 3,car,2022-06-04 03:28:19
15479,Road 2,car,2022-06-04 11:12:31
15480,Road 3,car,2022-06-04 07:53:35
15481,Road 1,cow,2022-06-04 08:04:12
15482,Road 3,cow,2022-06-04 01:19:37
15483,Road 2,car,2022-06-04 19:42:07
15484,Road 3,car,2022-06-04 00:28:27
15485,Road 3,car,2022-06-04 12:21:17
15486,Road 3,car,2022-06-04 03:36:24
15487,Road 1,person,2022-06-04 09:24:35
15488,Road 1,car,2022-06-04 15:42:48
15489,Road 2,person,2022-06-04 05:11:19
15490,Road 2,car,2022-06-04 18:00:52
15491,Road 2,person,2022-06-04 08:34:57
15492,Road 3,cow,2022-06-04 21:45:42
15493,Road 2,car,2022-06-04 02:03:55
15494,Road 3,dog,2022-06-04 13:45:48
15495,Road 3,car,2022-06-04 12:08:55
15496,Road 1,car,2022-06-04 04:38:28
15497,Road 3,cow,2022-06-04 00:48:22
15498,Road 1,dog,2022-06-04 18:21:06
15499,Road 1,car,2022-06-04 06:35:37
15500,Road 3,person,2022-06-05 13:15:21
15501,Road 3,cow,2022-06-05 05:17:15
15502,Road 2,person,2022-06-05 00:36:15
15503,Road 1,car,2022-06-05 23:46:43
15504,Road 1,car,2022-06-05 15:30:13
15505,Road 3,person,2022-06-05 19:08:48
15506,Road 1,car,2022-06-05 09:44:00
15507,Road 1,car,2022-06-05 06:08:50
15508,Road 3,person,2022-06-05 17:42:40
15509,Road 2,car,2022-06-05 22:58:40
15510,Road 2,car,2022-06-05 12:47:11
15511,Road 3,cow,2022-06-05 12:53:58
15512,Road 3,car,2022-06-05 10:04:15
15513,Road 3,person,2022-06-05 03:44:44
15514,Road 3,cow,2022-06-05 14:06:51
15515,Road 1,person,2022-06-05 08:39:02
15516,Road 1,car,2022-06-05 22:28:19
15517,Road 3,car,2022-06-05 13:54:09
15518,Road 2,cow,2022-06-05 02:07:32
15519,Road 2,dog,2022-06-05 14:26:04
15520,Road 3,person,2022-06-05 06:06:39
15521,Road 3,cow,2022-06-05 23:50:36
15522,Road 3,cow,2022-06-05 09:54:33
15523,Road 1,car,2022-06-05 18:58:58
15524,Road 1,dog,2022-06-05 09:31:30
15525,Road 3,car,2022-06-05 21:59:15
15526,Road 3,car,2022-06-05 10:11:49
15527,Road 2,person,2022-06-05 08:22:42
15528,Road 1,car,2022-06-05 11:43:56
15529,Road 3,car,2022-06-05 02:40:38
15530,Road 2,person,2022-06-05 23:27:49
15531,Road 3,cow,2022-06-05 01:09:28
15532,Road 2,person,2022-06-05 12:57:45
15533,Road 2,car,2022-06-05 05:03:06
15534,Road 3,car,2022-06-05 20:16:40
15535,Road 2,person,2022-06-05 09:30:38
15536,Road 3,person,2022-06-05 20:32:30
15537,Road 3,car,2022-06-05 08:56:42
15538,Road 3,cow,2022-06-05 20:22:50
15539,Road 1,person,2022-06-05 20:37:33
15540,Road 1,person,2022-06-05 03:45:27
15541,Road 1,cow,2022-06-05 14:16:43
15542,Road 3,cow,2022-06-05 16:32:07
15543,Road 3,car,2022-06-05 08:56:56
15544,Road 3,dog,2022-06-05 16:51:05
15545,Road 3,dog,2022-06-05 09:28:30
15546,Road 2,cow,2022-06-05 17:51:02
15547,Road 2,car,2022-06-05 15:20:34
15548,Road 1,car,2022-06-05 15:17:56
15549,Road 3,cow,2022-06-05 12:14:48
15550,Road 2,car,2022-06-05 18:51:00
15551,Road 3,cow,2022-06-05 11:03:08
15552,Road 3,person,2022-06-05 17:24:15
15553,Road 2,car,2022-06-05 21:25:46
15554,Road 3,cow,2022-06-05 00:42:56
15555,Road 3,person,2022-06-05 08:52:12
15556,Road 2,person,2022-06-05 03:03:02
15557,Road 2,cow,2022-06-05 07:39:39
15558,Road 3,car,2022-06-05 20:36:43
15559,Road 1,car,2022-06-05 21:18:11
15560,Road 3,car,2022-06-05 01:29:54
15561,Road 2,car,2022-06-05 08:08:35
15562,Road 1,car,2022-06-05 18:55:52
15563,Road 1,person,2022-06-05 14:39:49
15564,Road 1,person,2022-06-05 10:08:01
15565,Road 1,person,2022-06-05 08:08:22
15566,Road 1,cow,2022-06-05 01:24:03
15567,Road 3,car,2022-06-05 01:58:48
15568,Road 3,cow,2022-06-05 03:51:48
15569,Road 3,cow,2022-06-05 15:33:02
15570,Road 3,cow,2022-06-05 15:02:50
15571,Road 2,person,2022-06-05 10:41:20
15572,Road 3,person,2022-06-05 20:41:43
15573,Road 3,car,2022-06-05 10:21:57
15574,Road 3,car,2022-06-05 05:30:55
15575,Road 3,car,2022-06-05 07:01:56
15576,Road 3,person,2022-06-05 22:52:20
15577,Road 3,person,2022-06-05 13:44:54
15578,Road 3,car,2022-06-05 04:45:40
15579,Road 2,car,2022-06-05 07:09:13
15580,Road 3,car,2022-06-05 10:34:14
15581,Road 3,cow,2022-06-05 01:35:02
15582,Road 2,car,2022-06-05 21:16:15
15583,Road 3,person,2022-06-05 22:41:28
15584,Road 2,car,2022-06-05 21:59:24
15585,Road 3,person,2022-06-05 00:18:48
15586,Road 2,person,2022-06-05 16:17:58
15587,Road 2,person,2022-06-05 08:30:23
15588,Road 3,person,2022-06-05 07:12:36
15589,Road 3,person,2022-06-05 17:01:33
15590,Road 3,cow,2022-06-05 17:51:00
15591,Road 3,car,2022-06-05 16:29:06
15592,Road 2,cow,2022-06-05 18:32:29
15593,Road 2,car,2022-06-05 20:21:48
15594,Road 3,car,2022-06-05 20:32:47
15595,Road 3,car,2022-06-05 00:25:22
15596,Road 3,car,2022-06-05 15:06:46
15597,Road 3,car,2022-06-05 08:27:54
15598,Road 3,person,2022-06-05 16:24:57
15599,Road 3,person,2022-06-05 08:37:50
15600,Road 3,cow,2022-06-06 07:18:52
15601,Road 3,car,2022-06-06 20:30:47
15602,Road 1,car,2022-06-06 10:09:36
15603,Road 3,car,2022-06-06 02:16:47
15604,Road 2,car,2022-06-06 08:06:41
15605,Road 2,car,2022-06-06 21:30:48
15606,Road 2,car,2022-06-06 19:25:33
15607,Road 3,cow,2022-06-06 09:51:21
15608,Road 2,car,2022-06-06 21:35:23
15609,Road 3,cow,2022-06-06 22:36:13
15610,Road 1,cow,2022-06-06 13:54:10
15611,Road 3,dog,2022-06-06 01:00:55
15612,Road 3,car,2022-06-06 11:59:49
15613,Road 1,car,2022-06-06 17:11:44
15614,Road 3,car,2022-06-06 07:29:12
15615,Road 1,cow,2022-06-06 05:54:36
15616,Road 2,dog,2022-06-06 04:15:22
15617,Road 1,car,2022-06-06 17:45:22
15618,Road 2,car,2022-06-06 20:51:07
15619,Road 2,person,2022-06-06 01:13:19
15620,Road 3,person,2022-06-06 08:41:59
15621,Road 3,cow,2022-06-06 07:16:45
15622,Road 2,car,2022-06-06 21:49:23
15623,Road 3,dog,2022-06-06 22:38:23
15624,Road 3,cow,2022-06-06 11:54:45
15625,Road 2,car,2022-06-06 08:30:07
15626,Road 2,car,2022-06-06 07:20:44
15627,Road 2,car,2022-06-06 19:03:10
15628,Road 2,dog,2022-06-06 06:27:27
15629,Road 1,person,2022-06-06 17:13:35
15630,Road 2,car,2022-06-06 12:55:14
15631,Road 2,dog,2022-06-06 15:34:15
15632,Road 2,person,2022-06-06 23:45:34
15633,Road 3,person,2022-06-06 03:32:41
15634,Road 3,person,2022-06-06 13:26:33
15635,Road 3,person,2022-06-06 07:20:21
15636,Road 3,dog,2022-06-06 00:02:49
15637,Road 3,car,2022-06-06 14:29:43
15638,Road 2,person,2022-06-06 18:28:56
15639,Road 1,car,2022-06-06 19:36:41
15640,Road 3,person,2022-06-06 08:03:22
15641,Road 1,car,2022-06-06 07:40:21
15642,Road 2,dog,2022-06-06 00:29:56
15643,Road 3,dog,2022-06-06 05:19:04
15644,Road 3,person,2022-06-06 03:19:39
15645,Road 3,cow,2022-06-06 12:01:50
15646,Road 3,dog,2022-06-06 13:08:49
15647,Road 3,car,2022-06-06 13:29:17
15648,Road 3,person,2022-06-06 05:25:19
15649,Road 3,car,2022-06-06 01:05:41
15650,Road 3,person,2022-06-06 05:57:09
15651,Road 1,car,2022-06-06 21:00:43
15652,Road 3,person,2022-06-06 22:24:15
15653,Road 3,car,2022-06-06 07:02:55
15654,Road 2,person,2022-06-06 14:04:26
15655,Road 3,cow,2022-06-06 23:27:13
15656,Road 3,car,2022-06-06 23:25:11
15657,Road 3,person,2022-06-06 19:39:36
15658,Road 3,cow,2022-06-06 20:21:35
15659,Road 3,dog,2022-06-06 00:32:12
15660,Road 3,dog,2022-06-06 14:06:09
15661,Road 3,cow,2022-06-06 15:54:10
15662,Road 2,person,2022-06-06 02:53:57
15663,Road 2,car,2022-06-06 18:30:57
15664,Road 3,person,2022-06-06 17:50:31
15665,Road 3,cow,2022-06-06 18:51:37
15666,Road 3,car,2022-06-06 12:25:36
15667,Road 3,cow,2022-06-06 06:48:27
15668,Road 3,dog,2022-06-06 08:52:32
15669,Road 2,person,2022-06-06 18:19:04
15670,Road 2,car,2022-06-06 22:30:37
15671,Road 3,person,2022-06-06 07:39:39
15672,Road 3,person,2022-06-06 11:50:21
15673,Road 3,car,2022-06-06 08:09:03
15674,Road 1,person,2022-06-06 06:30:54
15675,Road 2,person,2022-06-06 04:38:24
15676,Road 3,cow,2022-06-06 11:59:19
15677,Road 2,person,2022-06-06 18:42:43
15678,Road 3,car,2022-06-06 02:04:15
15679,Road 3,car,2022-06-06 00:20:03
15680,Road 3,dog,2022-06-06 12:21:34
15681,Road 2,person,2022-06-06 02:07:11
15682,Road 3,cow,2022-06-06 18:49:29
15683,Road 3,cow,2022-06-06 19:20:45
15684,Road 3,person,2022-06-06 19:37:05
15685,Road 3,cow,2022-06-06 22:38:40
15686,Road 2,car,2022-06-06 23:29:31
15687,Road 3,person,2022-06-06 23:10:11
15688,Road 3,person,2022-06-06 06:29:33
15689,Road 3,person,2022-06-06 06:06:39
15690,Road 2,person,2022-06-06 07:51:43
15691,Road 1,person,2022-06-06 03:24:31
15692,Road 2,car,2022-06-06 23:42:44
15693,Road 3,car,2022-06-06 12:07:25
15694,Road 2,person,2022-06-06 07:20:55
15695,Road 3,car,2022-06-06 01:31:27
15696,Road 3,car,2022-06-06 06:33:46
15697,Road 3,car,2022-06-06 18:08:44
15698,Road 1,car,2022-06-06 19:36:15
15699,Road 1,person,2022-06-06 08:04:38
15700,Road 1,car,2022-06-07 15:47:08
15701,Road 1,dog,2022-06-07 08:04:03
15702,Road 3,car,2022-06-07 01:28:36
15703,Road 2,person,2022-06-07 00:11:35
15704,Road 3,person,2022-06-07 18:56:07
15705,Road 2,person,2022-06-07 15:43:46
15706,Road 2,person,2022-06-07 00:32:33
15707,Road 1,cow,2022-06-07 08:41:31
15708,Road 3,person,2022-06-07 23:05:10
15709,Road 3,person,2022-06-07 21:54:10
15710,Road 3,person,2022-06-07 09:29:16
15711,Road 1,person,2022-06-07 18:50:06
15712,Road 1,car,2022-06-07 21:15:13
15713,Road 3,car,2022-06-07 20:03:45
15714,Road 2,car,2022-06-07 06:28:20
15715,Road 2,cow,2022-06-07 20:31:55
15716,Road 3,person,2022-06-07 19:33:06
15717,Road 2,cow,2022-06-07 10:36:29
15718,Road 2,person,2022-06-07 18:50:22
15719,Road 3,person,2022-06-07 06:13:22
15720,Road 3,cow,2022-06-07 07:29:01
15721,Road 3,dog,2022-06-07 21:31:48
15722,Road 1,car,2022-06-07 08:05:16
15723,Road 3,person,2022-06-07 11:51:02
15724,Road 3,car,2022-06-07 09:15:34
15725,Road 1,car,2022-06-07 10:32:38
15726,Road 1,person,2022-06-07 16:37:27
15727,Road 1,person,2022-06-07 08:08:34
15728,Road 2,person,2022-06-07 01:03:02
15729,Road 3,cow,2022-06-07 10:28:30
15730,Road 2,car,2022-06-07 22:17:38
15731,Road 3,cow,2022-06-07 09:23:42
15732,Road 3,cow,2022-06-07 10:56:28
15733,Road 2,car,2022-06-07 09:48:45
15734,Road 1,person,2022-06-07 02:44:21
15735,Road 3,person,2022-06-07 09:08:37
15736,Road 1,person,2022-06-07 00:35:42
15737,Road 2,car,2022-06-07 18:35:54
15738,Road 1,person,2022-06-07 00:18:24
15739,Road 1,car,2022-06-07 18:00:28
